I (A),E (V),FC Efficiency (),FC Power (W),FC Voltage (V),Nernst Gain (V),Ohmic Loss (V),PH2 (atm),PH2O (atm),PO2 (atm),Power-Thermal (W)
1.5,0.7363253830390375,0.3964606413665074,1.1016650071971823,0.7344433381314549,0.003039830092417357,0.004921875,2.305237611241823e-06,2.7662851334901877e-05,1.8251835031573718e-06,0.7433349928028177
1.6,0.7358415284859553,0.3962835158604345,1.1745843410103278,0.7341152131314549,0.0035236846454995596,0.00525,2.458920118657944e-06,2.9507041423895334e-05,1.946862403367863e-06,0.7934156589896721
1.7,0.7353870169976576,0.3961063903543617,1.2474380498234732,0.7337870881314549,0.003978196133797236,0.005578125,2.6126026260740656e-06,3.1351231512888794e-05,2.0685413035783547e-06,0.8435619501765267
1.8,0.734958492167898,0.3959292648482887,1.3202261336366188,0.7334589631314549,0.004406720963556866,0.00590625,2.766285133490187e-06,3.319542160188225e-05,2.190220203788846e-06,0.8937738663633812
1.9,0.7345531424523635,0.3957521393422158,1.392948592449764,0.7331308381314547,0.004812070679091272,0.0062343749999999995,2.9199676409063087e-06,3.503961169087571e-05,2.3118991039993376e-06,0.9440514075502359
2.0,0.7341685892646774,0.395575013836143,1.4656054262629097,0.7328027131314548,0.005196623866777408,0.0065625,3.07365014832243e-06,3.688380177986917e-05,2.433578004209829e-06,0.9943945737370903
2.1,0.7338028024033906,0.3953978883300701,1.5381966350760552,0.7324745881314548,0.005562410728064268,0.006890625,3.2273326557385517e-06,3.872799186886262e-05,2.5552569044203205e-06,1.0448033649239448
2.2,0.7334540351713925,0.39522076282399726,1.6107222188892008,0.7321464631314548,0.005911177960062315,0.00721875,3.3810151631546737e-06,4.057218195785609e-05,2.676935804630812e-06,1.0952777811107994
2.3,0.7331207739293727,0.39504363731792436,1.683182177702346,0.7318183381314548,0.006244439202082096,0.007546874999999999,3.5346976705707948e-06,4.241637204684954e-05,2.7986147048413034e-06,1.1458178222976538
2.4,0.7328016983935379,0.39486651181185145,1.7555765115154915,0.7314902131314548,0.006563514737916915,0.007875,3.6883801779869163e-06,4.4260562135842994e-05,2.9202936050517946e-06,1.1964234884845084
2.5,0.7324956500433996,0.3946893863057786,1.827905220328637,0.7311620881314548,0.006869563088055258,0.008203125,3.842062685403038e-06,4.6104752224836454e-05,3.0419725052622862e-06,1.247094779671363
2.6,0.7322016067294244,0.3945122607997057,1.9001683041417825,0.7308339631314548,0.007163606402030399,0.00853125,3.99574519281916e-06,4.7948942313829914e-05,3.163651405472778e-06,1.2978316958582177
2.7,0.7319186620754806,0.39433513529363284,1.9723657629549283,0.7305058381314549,0.007446551055974223,0.008859375000000001,4.149427700235281e-06,4.979313240282338e-05,3.2853303056832695e-06,1.348634237045072
2.8,0.7316460086290305,0.39415800978756,2.0444975967680734,0.7301777131314549,0.007719204502424318,0.0091875,4.303110207651402e-06,5.163732249181683e-05,3.40700920589376e-06,1.3995024032319263
2.9,0.7313829239694338,0.39398088428148703,2.116563805581219,0.7298495881314547,0.007982289162020931,0.009515625,4.456792715067523e-06,5.348151258081029e-05,3.528688106104252e-06,1.4504361944187811
3.0,0.7311287591722601,0.39380375877541424,2.1885643893943643,0.7295214631314548,0.008236453959194766,0.00984375,4.610475222483646e-06,5.5325702669803754e-05,3.6503670063147437e-06,1.5014356106056355
3.1,0.7308829291658079,0.39362663326934133,2.26049934820751,0.7291933381314548,0.00848228396564694,0.010171875,4.764157729899767e-06,5.716989275879721e-05,3.772045906525235e-06,1.55250065179249
3.2,0.7306449046191779,0.3934495077632684,2.3323686820206553,0.7288652131314548,0.008720308512276967,0.0105,4.917840237315888e-06,5.901408284779067e-05,3.893724806735726e-06,1.6036313179793447
3.3,0.7304142050789751,0.39327238225719563,2.404172390833801,0.7285370881314548,0.008951008052479672,0.010828125,5.071522744732009e-06,6.0858272936784114e-05,4.015403706946217e-06,1.654827609166199
3.4,0.7301903931308802,0.39309525675112267,2.475910474646946,0.7282089631314548,0.009174820000574645,0.01115625,5.225205252148131e-06,6.270246302577759e-05,4.1370826071567094e-06,1.7060895253530537
3.5,0.7299730694077526,0.3929181312450499,2.5475829334600917,0.7278808381314548,0.009392143723702168,0.011484375,5.378887759564253e-06,6.454665311477103e-05,4.258761507367201e-06,1.7574170665399083
3.6,0.7297618683011206,0.392741005738977,2.6191897672732374,0.7275527131314549,0.009603344830334272,0.0118125,5.532570266980374e-06,6.63908432037645e-05,4.380440407577692e-06,1.8088102327267626
3.7,0.7295564542603736,0.3925638802329041,2.690730976086383,0.7272245881314549,0.009808758871081224,0.012140625,5.686252774396496e-06,6.823503329275795e-05,4.502119307788184e-06,1.860269023913617
3.8,0.7293565185855861,0.39238675472683127,2.7622065598995285,0.7268964631314548,0.010008694545868679,0.012468749999999999,5.839935281812617e-06,7.007922338175141e-05,4.623798207998675e-06,1.9117934401004715
3.9,0.7291617766370071,0.39220962922075836,2.833616518712674,0.7265683381314548,0.010203436494447755,0.012796875,5.993617789228739e-06,7.192341347074487e-05,4.745477108209166e-06,1.963383481287326
4.0,0.7289719653979,0.39203250371468545,2.9049608525258193,0.7262402131314548,0.010393247733554815,0.013125,6.14730029664486e-06,7.376760355973833e-05,4.867156008419658e-06,2.0150391474741807
4.1,0.7287868413383654,0.3918553782086126,2.9762395613389643,0.7259120881314548,0.010578371793089406,0.013453124999999998,6.3009828040609815e-06,7.561179364873178e-05,4.988834908630149e-06,2.066760438661035
4.2,0.7286061785366131,0.3916782527025397,3.0474526451521102,0.7255839631314548,0.010759034594841677,0.01378125,6.4546653114771034e-06,7.745598373772524e-05,5.110513808840641e-06,2.1185473548478897
4.3,0.7284297670213269,0.39150112719646685,3.1186001039652553,0.7252558381314548,0.010935446110127907,0.014109374999999999,6.6083478188932245e-06,7.93001738267187e-05,5.232192709051132e-06,2.1703998960347444
4.4,0.7282574113046151,0.39132400169039394,3.1896819377784014,0.7249277131314548,0.011107801826839722,0.0144375,6.762030326309347e-06,8.114436391571217e-05,5.353871609261624e-06,2.222318062221599
4.5,0.7280889290798427,0.3911468761843211,3.260698146591547,0.7245995881314549,0.011276284051612124,0.014765625,6.915712833725468e-06,8.298855400470562e-05,5.4755505094721155e-06,2.274301853408453
4.6,0.7279241500625953,0.3909697506782482,3.3316487304046913,0.7242714631314547,0.011441063068859504,0.015093749999999998,7.0693953411415896e-06,8.483274409369908e-05,5.597229409682607e-06,2.326351269595308
4.7,0.7277629149563012,0.3907926251721754,3.402533689217838,0.7239433381314548,0.011602298175153654,0.015421875,7.223077848557711e-06,8.667693418269253e-05,5.718908309893099e-06,2.378466310782162
4.8,0.7276050745267605,0.3906154996661025,3.4733530230309833,0.7236152131314548,0.011760138604694324,0.01575,7.376760355973833e-06,8.852112427168599e-05,5.840587210103589e-06,2.4306469769690167
4.9,0.7274504887721057,0.39043837416002963,3.544106731844129,0.7232870881314548,0.011914724359349078,0.016078125000000002,7.530442863389955e-06,9.036531436067946e-05,5.962266110314081e-06,2.4828932681558715
5.0,0.7272990261766221,0.3902612486539567,3.614794815657274,0.7229589631314548,0.012066186954832666,0.01640625,7.684125370806076e-06,9.220950444967291e-05,6.0839450105245725e-06,2.535205184342726
5.1,0.7271505630384628,0.3900841231478839,3.685417274470419,0.7226308381314548,0.012214650092992002,0.016734375,7.837807878222197e-06,9.405369453866637e-05,6.205623910735064e-06,2.5875827255295802
5.2,0.727004982862647,0.389906997641811,3.7559741082835654,0.7223027131314549,0.012360230268807807,0.0170625,7.99149038563832e-06,9.589788462765983e-05,6.327302810945556e-06,2.6400258917164345
5.3,0.7268621758118793,0.3897298721357381,3.826465317096711,0.7219745881314549,0.012503037319575548,0.017390625,8.145172893054439e-06,9.774207471665327e-05,6.448981711156047e-06,2.692534682903289
5.4,0.7267220382087032,0.38955274662966527,3.8968909009098565,0.7216464631314549,0.01264317492275163,0.017718750000000002,8.298855400470562e-06,9.958626480564676e-05,6.570660611366539e-06,2.745109099090144
5.5,0.7265844720833372,0.3893756211235923,3.967250859723001,0.7213183381314547,0.012780741048117572,0.018046875,8.452537907886683e-06,0.0001014304548946402,6.6923395115770295e-06,2.797749140276999
5.6,0.7264493847622531,0.38919849561751946,4.037545193536147,0.7209902131314548,0.012915828369201727,0.018375,8.606220415302804e-06,0.00010327464498363366,6.81401841178752e-06,2.8504548064638526
5.7,0.7263166884931688,0.3890213701114466,4.107773902349293,0.7206620881314548,0.013048524638286037,0.018703125,8.759902922718927e-06,0.00010511883507262713,6.935697311998013e-06,2.9032260976507076
5.8,0.7261863001026565,0.3888442446053737,4.177936986162438,0.7203339631314548,0.01317891302879834,0.01903125,8.913585430135046e-06,0.00010696302516162058,7.057376212208504e-06,2.956063013837562
5.9,0.7260581406830189,0.3886671190993009,4.248034444975584,0.7200058381314548,0.013307072448435901,0.019359375,9.067267937551169e-06,0.00010880721525061405,7.179055112418996e-06,3.0089655550244165
6.0,0.7259321353054826,0.388489993593228,4.318066278788729,0.7196777131314548,0.013433077825972172,0.0196875,9.220950444967292e-06,0.00011065140533960751,7.300734012629487e-06,3.061933721211271
6.1,0.7258082127570977,0.38831286808715515,4.388032487601874,0.7193495881314549,0.013557000374357123,0.020015625,9.374632952383411e-06,0.00011249559542860094,7.4224129128399786e-06,3.114967512398125
6.2,0.7256863052990304,0.38813574258108224,4.457933071415019,0.7190214631314548,0.013678907832424347,0.02034375,9.528315459799534e-06,0.00011433978551759442,7.54409181305047e-06,3.1680669285849805
6.3,0.7255663484441958,0.38795861707500934,4.527768030228165,0.7186933381314548,0.013798864687259032,0.020671875,9.681997967215655e-06,0.00011618397560658786,7.665770713260961e-06,3.221231969771835
6.4,0.7254482807524004,0.3877814915689365,4.597537364041311,0.7183652131314548,0.013916932379054376,0.021,9.835680474631776e-06,0.00011802816569558134,7.787449613471452e-06,3.274462635958689
6.5,0.7253320436413692,0.38760436606286364,4.667241072854456,0.7180370881314548,0.014033169490085656,0.021328125,9.989362982047899e-06,0.0001198723557845748,7.909128513681943e-06,3.3277589271455437
6.6,0.7252175812121977,0.38742724055679073,4.736879156667602,0.7177089631314548,0.01414763191925708,0.02165625,1.0143045489464018e-05,0.00012171654587356823,8.030807413892435e-06,3.381120843332398
6.7,0.7251048400879316,0.3872501150507179,4.806451615480747,0.7173808381314548,0.014260373043523233,0.021984375,1.0296727996880141e-05,0.00012356073596256172,8.152486314102928e-06,3.434548384519253
6.8,0.7249937692641027,0.387072989544645,4.8759584492938925,0.7170527131314548,0.014371443867352052,0.0223125,1.0450410504296262e-05,0.00012540492605155518,8.274165214313419e-06,3.4880415507061073
6.9,0.724884319970178,0.3868958640385721,4.945399658107039,0.7167245881314549,0.014480893161276863,0.022640625,1.0604093011712385e-05,0.00012724911614054864,8.39584411452391e-06,3.5416003418929614
7.0,0.7247764455409753,0.38671873853249933,5.0147752419201845,0.7163964631314549,0.014588767590479576,0.02296875,1.0757775519128506e-05,0.00012909330622954207,8.517523014734401e-06,3.595224758079816
7.1,0.7246701012972012,0.3865416130264263,5.084085200733329,0.7160683381314548,0.014695111834253574,0.023296874999999998,1.0911458026544627e-05,0.00013093749631853553,8.639201914944893e-06,3.648914799266671
7.2,0.7245652444343431,0.3863644875203535,5.153329534546474,0.7157402131314547,0.014799968697111681,0.023625,1.1065140533960749e-05,0.000132781686407529,8.760880815155384e-06,3.702670465453526
7.3,0.724461833919224,0.38618736201428067,5.22250824335962,0.7154120881314548,0.014903379212230767,0.023953125,1.121882304137687e-05,0.00013462587649652245,8.882559715365875e-06,3.7564917566403793
7.4,0.7243598303935962,0.38601023650820776,5.291621327172766,0.7150839631314548,0.015005382737858633,0.02428125,1.1372505548792992e-05,0.0001364700665855159,9.004238615576368e-06,3.8103786728272344
7.5,0.7242591960842049,0.3858331110021349,5.360668785985912,0.7147558381314549,0.015106017047250023,0.024609375,1.1526188056209114e-05,0.00013831425667450937,9.125917515786859e-06,3.8643312140140877
7.6,0.7241598947188087,0.385655985496062,5.429650619799056,0.7144277131314548,0.015205318412646086,0.024937499999999998,1.1679870563625235e-05,0.00014015844676350283,9.24759641599735e-06,3.9183493802009433
7.7,0.7240618914476904,0.38547885998998915,5.498566828612203,0.7140995881314549,0.015303321683764482,0.025265625,1.1833553071041356e-05,0.0001420026368524963,9.369275316207842e-06,3.972433171387797
7.8,0.7239651527702297,0.38530173448391625,5.567417412425347,0.7137714631314548,0.015400060361225166,0.02559375,1.1987235578457479e-05,0.00014384682694148975,9.490954216418333e-06,4.026582587574652
7.9,0.7238696464661558,0.38512460897784334,5.636202371238493,0.7134433381314548,0.015495566665299007,0.025921875,1.21409180858736e-05,0.0001456910170304832,9.612633116628824e-06,4.080797628761507
8.0,0.7237753415311226,0.3849474834717705,5.704921705051638,0.7131152131314548,0.015589871600332223,0.02625,1.229460059328972e-05,0.00014753520711947667,9.734312016839315e-06,4.135078294948362
8.1,0.7236822081162858,0.3847703579656976,5.7735754138647835,0.7127870881314547,0.015683005015168987,0.026578124999999998,1.2448283100705842e-05,0.00014937939720847013,9.855990917049807e-06,4.189424586135217
8.2,0.723590217471588,0.38459323245962473,5.842163497677929,0.7124589631314548,0.015774995659866814,0.026906249999999996,1.2601965608121963e-05,0.00015122358729746356,9.977669817260298e-06,4.24383650232207
8.3,0.7234993418924803,0.38441610695355183,5.910685956491075,0.7121308381314547,0.015865871238974434,0.027234375,1.2755648115538087e-05,0.00015306777738645705,1.0099348717470792e-05,4.298314043508926
8.4,0.7234095546698357,0.38423898144747903,5.979142790304221,0.7118027131314548,0.015955658461619084,0.0275625,1.2909330622954207e-05,0.00015491196747545048,1.0221027617681282e-05,4.352857209695779
8.5,0.7233208300428249,0.38406185594140607,6.047533999117366,0.7114745881314548,0.0160443830886299,0.027890625,1.3063013130370328e-05,0.00015675615756444394,1.0342706517891773e-05,4.407466000882634
8.6,0.7232331431545495,0.3838847304353333,6.115859582930511,0.7111464631314548,0.016132069976905312,0.028218749999999997,1.3216695637786449e-05,0.0001586003476534374,1.0464385418102264e-05,4.462140417069488
8.7,0.7231464700102391,0.38370760492926037,6.184119541743656,0.7108183381314548,0.016218743121215694,0.028546874999999996,1.3370378145202572e-05,0.00016044453774243084,1.0586064318312756e-05,4.516880458256343
8.8,0.7230607874378376,0.3835304794231875,6.252313875556802,0.7104902131314548,0.016304425693617133,0.028875,1.3524060652618695e-05,0.00016228872783142435,1.0707743218523249e-05,4.5716861244431986
8.9,0.7229760730508166,0.38335335391711467,6.320442584369949,0.7101620881314549,0.01638914008063826,0.029203125,1.3677743160034814e-05,0.0001641329179204178,1.082942211873374e-05,4.626557415630051
9.0,0.7228923052130654,0.38317622841104176,6.388505668183094,0.7098339631314549,0.016472907918389533,0.02953125,1.3831425667450935e-05,0.00016597710800941124,1.0951101018944231e-05,4.681494331816906
9.1,0.7228094630057222,0.3829991029049689,6.456503126996239,0.7095058381314548,0.016555750125732568,0.029859374999999997,1.3985108174867056e-05,0.0001678212980984047,1.1072779919154722e-05,4.736496873003761
9.2,0.7227275261958179,0.382821977398896,6.524434960809384,0.7091777131314548,0.016637686935636914,0.030187499999999996,1.4138790682283179e-05,0.00016966548818739816,1.1194458819365213e-05,4.791565039190615
9.3,0.7226464752066131,0.3826448518928231,6.59230116962253,0.7088495881314548,0.016718737924841704,0.030515625,1.4292473189699302e-05,0.00017150967827639162,1.1316137719575706e-05,4.846698830377471
9.4,0.7225662910895237,0.38246772638675025,6.660101753435676,0.7085214631314548,0.016798922041931064,0.03084375,1.4446155697115421e-05,0.00017335386836538506,1.1437816619786198e-05,4.901898246564325
9.5,0.7224869554975308,0.38229060088067734,6.727836712248821,0.7081933381314548,0.01687825763392394,0.031171874999999998,1.4599838204531542e-05,0.00017519805845437854,1.1559495519996687e-05,4.957163287751179
9.6,0.722408450659983,0.3821134753746045,6.795506046061965,0.7078652131314548,0.016956762471471733,0.0315,1.4753520711947665e-05,0.00017704224854337198,1.1681174420207178e-05,5.0124939539380335
9.7,0.7223307593587045,0.3819363498685316,6.8631097548751105,0.7075370881314548,0.01703445377275027,0.031828125,1.4907203219363786e-05,0.0001788864386323654,1.1802853320417668e-05,5.067890245124888
9.8,0.7222538649053284,0.3817592243624588,6.930647838688258,0.7072089631314549,0.017111348226126488,0.032156250000000004,1.506088572677991e-05,0.00018073062872135892,1.1924532220628163e-05,5.123352161311742
9.9,0.7221777511197804,0.38158209885638594,6.998120297501403,0.7068808381314549,0.017187462011674436,0.032484375,1.5214568234196029e-05,0.00018257481881035238,1.2046211120838654e-05,5.178879702498597
10.0,0.7221024023098448,0.38140497335031304,7.065527131314548,0.7065527131314548,0.017262810821610075,0.0328125,1.536825074161215e-05,0.00018441900889934582,1.2167890021049145e-05,5.234472868685451
10.1,0.7220278032517455,0.38122784784424013,7.132868340127693,0.7062245881314548,0.0173374098797093,0.033140625,1.552193324902827e-05,0.0001862631989883393,1.2289568921259636e-05,5.290131659872306
10.2,0.7219539391716854,0.3810507223381673,7.200143923940838,0.7058964631314548,0.017411273959769408,0.03346875,1.5675615756444394e-05,0.00018810738907733274,1.2411247821470127e-05,5.34585607605916
10.3,0.7218807957282849,0.3808735968320944,7.267353882753985,0.7055683381314548,0.01748441740316996,0.033796875000000004,1.5829298263860516e-05,0.0001899515791663262,1.253292672168062e-05,5.401646117246016
10.4,0.7218083589958696,0.3806964713260215,7.33449821656713,0.7052402131314548,0.017556854135585217,0.034125,1.598298077127664e-05,0.00019179576925531966,1.2654605621891112e-05,5.45750178343287
10.5,0.7217366154485579,0.3805193458199487,7.401576925380277,0.7049120881314549,0.017628597682896933,0.034453125,1.613666327869276e-05,0.00019363995934431312,1.2776284522101603e-05,5.513423074619723
10.6,0.7216655519451018,0.3803422203138757,7.46859000919342,0.7045839631314548,0.017699661186352956,0.03478125,1.6290345786108878e-05,0.00019548414943330655,1.2897963422312094e-05,5.569409990806579
10.7,0.7215951557144408,0.380165094807803,7.5355374680065665,0.7042558381314549,0.017770057417014096,0.035109375,1.6444028293525e-05,0.0001973283395223,1.3019642322522585e-05,5.625462531993432
10.8,0.7215254143419257,0.37998796930172996,7.602419301819712,0.7039277131314547,0.01783979878952904,0.035437500000000004,1.6597710800941124e-05,0.00019917252961129352,1.3141321222733078e-05,5.681580698180289
10.9,0.7214563157561804,0.3798108437956571,7.669235510632858,0.7035995881314548,0.01790889737527444,0.035765625,1.6751393308357246e-05,0.00020101671970028696,1.3263000122943568e-05,5.737764489367142
11.0,0.7213878482165599,0.3796337182895843,7.7359860944460035,0.7032714631314548,0.017977364914894982,0.03609375,1.6905075815773366e-05,0.0002028609097892804,1.3384679023154059e-05,5.794013905553997
11.1,0.7213200003011788,0.3794565927835114,7.802671053259148,0.7029433381314548,0.01804521283027599,0.036421875,1.7058758323189485e-05,0.00020470509987827388,1.350635792336455e-05,5.850328946740851
11.2,0.7212527608954756,0.37927946727743855,7.869290387072294,0.7026152131314548,0.018112452235979133,0.03675,1.7212440830605608e-05,0.0002065492899672673,1.362803682357504e-05,5.906709612927705
11.3,0.721186119181285,0.37910234177136565,7.9358440958854395,0.7022870881314548,0.01817909395016987,0.037078125,1.736612333802173e-05,0.0002083934800562608,1.3749715723785534e-05,5.963155904114561
11.4,0.7211200646263913,0.37892521626529274,8.002332179698584,0.7019589631314548,0.018245148505063445,0.03740625,1.7519805845437854e-05,0.00021023767014525426,1.3871394623996026e-05,6.019667820301415
11.5,0.7210545869745401,0.3787480907592199,8.068754638511729,0.7016308381314548,0.018310626156914762,0.037734375,1.7673488352853973e-05,0.0002120818602342477,1.3993073524206517e-05,6.07624536148827
11.6,0.7209896762358791,0.378570965253147,8.135111472324875,0.7013027131314548,0.018375536895575747,0.0380625,1.7827170860270092e-05,0.00021392605032324115,1.4114752424417008e-05,6.132888527675124
11.7,0.7209253226778123,0.37839383974707413,8.20140268113802,0.7009745881314549,0.01843989045364252,0.038390625,1.7980853367686215e-05,0.0002157702404122346,1.42364313246275e-05,6.189597318861978
11.8,0.7208615168162416,0.3782167142410013,8.267628264951167,0.7006464631314548,0.01850369631521331,0.03871875,1.8134535875102338e-05,0.0002176144305012281,1.4358110224837992e-05,6.246371735048833
11.9,0.720798249407178,0.3780395887349283,8.333788223764312,0.7003183381314547,0.01856696372427681,0.039046875,1.828821838251846e-05,0.00021945862059022153,1.4479789125048483e-05,6.303211776235689
12.0,0.7207355114387053,0.3778624632288555,8.399882557577458,0.6999902131314548,0.018629701692749582,0.039375,1.8441900889934584e-05,0.00022130281067921502,1.4601468025258975e-05,6.360117442422542
12.1,0.720673294123275,0.3776853377227826,8.465911266390602,0.6996620881314548,0.018691919008179885,0.039703125,1.8595583397350703e-05,0.00022314700076820845,1.4723146925469466e-05,6.417088733609396
12.2,0.7206115888903203,0.3775082122167097,8.531874350203749,0.6993339631314548,0.018753624241134532,0.04003125,1.8749265904766823e-05,0.00022499119085720188,1.4844825825679957e-05,6.4741256497962505
12.3,0.7205503873791707,0.3773310867106369,8.597771809016894,0.6990058381314548,0.018814825752284173,0.040359375,1.8902948412182945e-05,0.00022683538094619537,1.496650472589045e-05,6.531228190983106
12.4,0.7204896814322531,0.37715396120456407,8.66360364283004,0.6986777131314549,0.018875531699201753,0.0406875,1.9056630919599068e-05,0.00022867957103518883,1.508818362610094e-05,6.58839635716996
12.5,0.7204294630885669,0.37697683569849116,8.729369851643186,0.6983495881314549,0.018935750042887924,0.041015625,1.921031342701519e-05,0.0002305237611241823,1.520986252631143e-05,6.645630148356814
12.6,0.7203697245774184,0.3767997101924183,8.795070435456331,0.6980214631314549,0.01899548855403644,0.04134375,1.936399593443131e-05,0.00023236795121317572,1.5331541426521922e-05,6.702929564543669
12.7,0.7203104583124028,0.3766225846863453,8.860705394269475,0.6976933381314547,0.01905475481905196,0.041671875,1.951767844184743e-05,0.00023421214130216918,1.5453220326732413e-05,6.760294605730524
12.8,0.7202516568856231,0.37644545918027256,8.926274728082623,0.6973652131314548,0.019113556245831782,0.042,1.9671360949263553e-05,0.00023605633139116267,1.5574899226942904e-05,6.817725271917379
12.9,0.7201933130621322,0.37626833367419965,8.991778436895768,0.6970370881314548,0.01917190006932267,0.042328125,1.9825043456679675e-05,0.0002379005214801561,1.5696578127153396e-05,6.875221563104232
13.0,0.7201354197745917,0.37609120816812674,9.057216520708913,0.6967089631314548,0.019229793356863065,0.04265625,1.9978725964095798e-05,0.0002397447115691496,1.5818257027363887e-05,6.932783479291087
13.1,0.7200779701181341,0.3759140826620539,9.122588979522057,0.6963808381314548,0.019287243013320635,0.042984375,2.0132408471511918e-05,0.00024158890165814302,1.5939935927574378e-05,6.990411020477942
13.2,0.7200209573454204,0.37573695715598104,9.187895813335205,0.6960527131314549,0.01934425578603449,0.0433125,2.0286090978928037e-05,0.00024343309174713646,1.606161482778487e-05,7.048104186664795
13.3,0.719964374861884,0.37555983164990814,9.25313702214835,0.6957245881314549,0.01940083826957085,0.043640625,2.0439773486344163e-05,0.00024527728183612997,1.6183293727995364e-05,7.10586297785165
13.4,0.7199082162211542,0.37538270614383534,9.318312605961495,0.6953964631314549,0.01945699691030064,0.04396875,2.0593455993760283e-05,0.00024712147192512343,1.6304972628205855e-05,7.163687394038504
13.5,0.7198524751206479,0.3752055806377623,9.383422564774639,0.6950683381314547,0.01951273801080689,0.044296875,2.0747138501176405e-05,0.00024896566201411684,1.6426651528416346e-05,7.2215774352253606
13.6,0.7197971453973253,0.3750284551316895,9.448466898587784,0.6947402131314547,0.019568067734129464,0.044625,2.0900821008592525e-05,0.00025080985210311035,1.6548330428626838e-05,7.279533101412215
13.7,0.7197422210236004,0.3748513296256167,9.51344560740093,0.6944120881314548,0.01962299210785436,0.044953125,2.1054503516008644e-05,0.00025265404219210376,1.667000932883733e-05,7.337554392599068
13.8,0.7196876961034006,0.3746742041195438,9.578358691214078,0.6940839631314548,0.019677517028054273,0.04528125,2.120818602342477e-05,0.00025449823228109727,1.679168822904782e-05,7.395641308785923
13.9,0.7196335648683679,0.3744970786134709,9.643206150027222,0.6937558381314548,0.01973164826308687,0.045609375,2.136186853084089e-05,0.0002563424223700907,1.691336712925831e-05,7.4537938499727785
14.0,0.7195798216741979,0.3743199531073981,9.707987983840368,0.6934277131314549,0.01978539145725698,0.0459375,2.1515551038257013e-05,0.00025818661245908414,1.7035046029468803e-05,7.512012016159631
14.1,0.7195264609971064,0.37414282760132517,9.772704192653512,0.6930995881314548,0.01983875213434842,0.046265625,2.1669233545673132e-05,0.0002600308025480776,1.7156724929679294e-05,7.570295807346487
14.2,0.7194734774304239,0.3739657020952523,9.83735477646666,0.6927714631314549,0.019891735701030984,0.046593749999999996,2.1822916053089255e-05,0.00026187499263707106,1.7278403829889785e-05,7.62864522353334
14.3,0.7194208656813068,0.37378857658917936,9.901939735279804,0.6924433381314548,0.01994434745014797,0.046921875,2.1976598560505378e-05,0.00026371918272606457,1.7400082730100276e-05,7.6870602647201975
