I (A),E (V),FC Efficiency (),FC Power (W),FC Voltage (V),PH2 (atm),PO2 (atm),Power-Thermal (W)
0,54.26680724214961,None,None,None,2.169032719858579,2.0969773162414582,None
0.1,54.26661845797967,0.39759331573098544,5.458161038354969,54.58161038354968,2.168785433142166,2.096837698289168,5.365838961645032
0.2,54.266429654307224,0.3973485353952644,10.90960138781238,54.54800693906189,2.1685381464257527,2.096698080336878,10.738398612187622
0.3,54.266240831128115,0.39720386106984595,16.358443814300536,54.52814604766846,2.168290859709339,2.096558462384588,16.113556185699462
0.4,54.26605198843815,0.3971001721472718,21.805564652950988,54.513911632377464,2.1680435729929264,2.0964188444322978,21.490435347049015
0.5,54.265863126233164,0.3970189408706746,27.251380101363104,54.50276020272621,2.1677962862765128,2.0962792264800076,26.868619898636894
0.6,54.26567424450894,0.39695191448305606,32.69613529214036,54.493558820233936,2.1675489995600996,2.0961396085277175,32.247864707859634
0.7,54.26548534326134,0.39689469071249256,38.13999219870768,54.48570314101098,2.1673017128436864,2.0959999905754274,37.628007801292306
0.8,54.26529642248613,0.39684464179494533,43.58306594048808,54.4788324256101,2.1670544261272733,2.0958603726231373,43.008934059511915
0.9,54.26510748217916,0.3968000727687196,49.02544259072085,54.47271398968983,2.16680713941086,2.0957207546708467,48.39055740927915
1.0,54.26491852233623,0.396759826325859,54.46718895801392,54.46718895801392,2.166559852694447,2.0955811367185566,53.772811041986074
1.1,54.264729542953155,0.39672307700569337,59.908358412475756,54.46214401134159,2.1663125659780333,2.095441518766267,59.155641587524244
1.2,54.264540544025735,0.3966892153185852,65.34899457472245,54.45749547893538,2.16606527926162,2.0953019008139764,64.53900542527754
1.3,54.26435152554977,0.3966577784113771,70.789133766408,54.45317982031385,2.165817992545207,2.0951622828616863,69.92286623359199
1.4,54.26416248752108,0.3966284065009861,76.22880670223752,54.44914764445537,2.165570705828794,2.095022664909396,75.30719329776247
1.5,54.263973429935476,0.39660081437499156,81.66803969609825,54.44535979739884,2.1653234191123807,2.094883046957106,80.69196030390174
1.6,54.26378435278875,0.3965747721088095,87.10685554415579,54.44178471509737,2.1650761323959675,2.094743429004816,86.0771444558442
1.7,54.263595256076705,0.3965500916389944,92.54527418634197,54.43839658020116,2.164828845679554,2.094603811052526,91.46272581365803
1.8,54.26340613979515,0.39652661718014615,97.98331321168286,54.43517400649047,2.164581558963141,2.0944641931002357,96.84868678831715
1.9,54.263217003939864,0.3965042182362696,103.42098825100267,54.432099079475094,2.1643342722467276,2.094324575147945,102.23501174899731
2.0,54.26302784850667,0.39648278440682555,108.85831328673802,54.42915664336901,2.1640869855303144,2.0941849571956554,107.62168671326197
2.1,54.26283867349135,0.39646222146132953,114.29530090064378,54.42633376221132,2.1638396988139013,2.094045339243365,113.00869909935622
2.2,54.2626494788897,0.3964424483279632,119.73196247421815,54.42361930646279,2.1635924120974876,2.0939057212910748,118.39603752578186
2.3,54.26246026469753,0.3964233947521315,125.168308352617,54.42100363157262,2.163345125381075,2.0937661033387847,123.78369164738297
2.4,54.26227103091061,0.39640499945370705,130.60434798001177,54.418478325004905,2.1630978386646613,2.0936264853864945,129.17165201998822
2.5,54.26208177752474,0.39638720866069926,136.040090012352,54.4160360049408,2.162850551948248,2.0934868674342044,134.55990998764798
2.6,54.26189250453571,0.39636997493068504,141.47554241205955,54.41367015848444,2.162603265231835,2.0933472494819143,139.94845758794045
2.7,54.26170321193931,0.39635325619478656,146.9107125281348,54.4113750104203,2.162355978515422,2.093207631529624,145.33728747186518
2.8,54.26151389973133,0.39633701497559926,152.34560716438074,54.40914541585027,2.1621086917990087,2.093068013577334,150.72639283561924
2.9,54.26132456790754,0.3963212177424177,157.7802326378694,54.406976771679105,2.1618614050825955,2.092928395625044,156.11576736213058
3.0,54.26113521646374,0.39630583437581407,163.21459482933525,54.404864943111754,2.161614118366182,2.0927887776727534,161.50540517066472
3.1,54.26094584539571,0.3962908377200428,168.64869922684318,54.40280620220747,2.1613668316497687,2.0926491597204633,166.89530077315683
3.2,54.26075645469923,0.39627620320653045,174.08255096381603,54.400797176192505,2.1611195449333556,2.0925095417681736,172.285449036184
3.3,54.26056704437007,0.39626190853532073,179.51615485230514,54.39883480372883,2.1608722582169424,2.092369923815883,177.67584514769482
3.4,54.26037761440402,0.39624793340408737,184.9495154122246,54.39691629771312,2.1606249715005292,2.092230305863593,183.06648458777536
3.5,54.26018816479685,0.3962342592764388,190.38263689714333,54.39503911346952,2.160377684784116,2.092090687911303,188.45736310285665
3.6,54.25999869554435,0.3962208691828694,195.81552331712754,54.39320092142432,2.1601303980677025,2.0919510699590127,193.84847668287244
3.7,54.25980920664228,0.3962077475489895,201.24817845904354,54.39139958352528,2.1598831113512893,2.0918114520067226,199.23982154095646
3.8,54.259619698086425,0.39619488004666603,206.680605904664,54.38963313280632,2.159635824634876,2.0916718340544325,204.63139409533596
3.9,54.25943016987254,0.39618225346450275,212.11280904686706,54.38789975560694,2.159388537918463,2.0915322161021423,210.0231909531329
4.0,54.259240621996405,0.3961698555947217,217.54479110417358,54.386197776043396,2.15914125120205,2.091392598149852,215.4152088958264
