I (A),E (V),FC Efficiency (),FC Power (W),FC Voltage (V),PH2 (atm),PO2 (atm),Power-Thermal (W)
5.7,54.29909267128379,0.39629938838716017,310.1026862153993,54.403980037789346,2.1549373770230247,2.0890190929609194,306.8653137846007
5.8,54.29889715034444,0.3962897050794045,315.5353741371438,54.40265071330065,2.1546900903066115,2.0888794750086292,312.2566258628562
5.9,54.29870160907809,0.3962801250797839,320.96787986862114,54.40133557095273,2.1544428035901984,2.088739857056339,317.64812013137885
6.0,54.298506047480366,0.396270644910497,326.4002047998782,54.400034133313035,2.1541955168737847,2.0886002391040486,323.0397952001218
6.1,54.29831046554688,0.39626126126621014,331.8323502744145,54.39874594662533,2.153948230157372,2.0884606211517585,328.43164972558543
6.2,54.298114863273234,0.3962519710028384,337.26431759147187,54.39747057926965,2.1537009434409584,2.088321003199469,333.82368240852816
6.3,54.29791924065506,0.39624277112722434,342.69610800817577,54.39620762034536,2.1534536567245453,2.0881813852471782,339.2158919918242
6.4,54.29772359768795,0.39623365878763017,348.1277227415416,54.39495667836587,2.153206370008132,2.088041767294888,344.60827725845843
6.5,54.29752793436753,0.3962246312649667,353.5591629703551,54.39371738005463,2.152959083291719,2.087902149342598,350.00083702964486
6.6,54.297332250689394,0.39621568596469114,358.99042983693647,54.392489369232806,2.1527117965753058,2.087762531390308,355.39357016306343
6.7,54.297136546649156,0.3962068204093157,364.4215244487988,54.391272305790864,2.1524645098588926,2.0876229134380178,360.7864755512012
6.8,54.29694082224241,0.3961980322314697,369.8524478802059,54.390065864736165,2.152217223142479,2.0874832954857276,366.17955211979404
6.9,54.29674507746477,0.3961893191674692,375.28320117364024,54.38886973531017,2.151969936426066,2.0873436775334375,371.5727988263598
7.0,54.29654931231183,0.3961806790513487,380.71378534118406,54.38768362016915,2.1517226497096527,2.0872040595811474,376.96621465881594
7.1,54.296353526779185,0.3961721098093163,386.1442013658229,54.38650723462294,2.1514753629932395,2.0870644416288573,382.3597986341771
7.2,54.29615772086246,0.39616360945459705,391.574450202675,54.38534030592708,2.1512280762768263,2.0869248236765667,387.753549797325
7.3,54.29596189455722,0.396155176082631,397.00453278015215,54.38418257262359,2.150980789560413,2.0867852057242766,393.1474672198478
7.4,54.295766047859075,0.3961468078665991,402.4344500010578,54.38303378392673,2.1507335028439996,2.0866455877719865,398.5415499989422
7.5,54.29557018076362,0.3961385030532488,407.864202743625,54.381893699150005,2.1504862161275864,2.0865059698196964,403.93579725637494
7.6,54.295374293266455,0.3961302599589962,413.2937918624996,54.380762087171,2.1502389294111732,2.0863663518674063,409.33020813750034
7.7,54.29517838536315,0.39612207696628216,418.7232181896704,54.379638725931216,2.14999164269476,2.086226733915116,414.7247818103296
7.8,54.294982457049315,0.39611395252016585,424.1524825353532,54.378523401968366,2.149744355978347,2.086087115962826,420.1195174646467
7.9,54.29478650832053,0.3961058851251325,429.5815856888278,54.3774159099782,2.1494970692619333,2.085947498010536,425.51441431117223
8.0,54.29459053917238,0.3960978733421039,435.01052841923223,54.37631605240403,2.1492497825455206,2.085807880058246,430.90947158076773
8.1,54.294394549600455,0.39608991578563346,440.4393114763193,54.37522363905177,2.149002495829107,2.0856682621059552,436.3046885236806
8.2,54.29419853960033,0.39608201112127434,445.867935591174,54.37413848672854,2.148755209112694,2.085528644153665,441.7000644088259
8.3,54.294002509167605,0.3960741580631059,451.29640147689645,54.37306041890318,2.1485079223962806,2.0853890262013755,447.0955985231036
8.4,54.29380645829785,0.3960663553714097,456.7247098292518,54.37198926538712,2.1482606356798675,2.085249408249085,452.49129017074813
8.5,54.29361038698664,0.3960586018504817,462.15286132729005,54.37092486203412,2.1480133489634543,2.0851097902967948,457.8871386727099
8.6,54.29341429522956,0.3960508963465731,467.5808566339349,54.36986705045755,2.147766062247041,2.0849701723445047,463.283143366065
8.7,54.293218183022184,0.3960432377459504,473.00869639654735,54.36881567776407,2.1475187755306275,2.0848305543922145,468.6793036034525
8.8,54.293022050360086,0.3960356249730659,478.4363812474619,54.367770596302485,2.1472714888142144,2.0846909364399244,474.0756187525381
8.9,54.29282589723884,0.3960280569888312,483.8639118044981,54.366731663426755,2.147024202097801,2.0845513184876343,479.47208819550184
9.0,54.29262972365404,0.39602053278898874,489.29128867145135,54.365698741272375,2.146776915381388,2.084411700535344,484.86871132854856
9.1,54.29243352960121,0.39601305140257087,494.7185124385588,54.364671696544924,2.146529628664975,2.084272082583054,490.26548756144115
9.2,54.29223731507596,0.39600561189044536,500.1455836829471,54.363650400320346,2.1462823419485617,2.084132464630764,495.66241631705276
9.3,54.29204108007384,0.3959982133439388,505.5725029690601,54.36263472785592,2.146035055232148,2.0839928466784734,501.05949703093995
9.4,54.29184482459042,0.3959908548835329,510.99927084906716,54.3616245584114,2.145787768515735,2.0838532287261833,506.4567291509328
9.5,54.291648548621254,0.39598353565763045,516.4258878632554,54.36061977507951,2.1455404817993218,2.083713610773893,511.85411213674456
9.6,54.29145225216193,0.3959762548413864,521.852354540405,54.359620264625526,2.1452931950829086,2.083573992821603,517.2516454595949
9.7,54.29125593520799,0.39596901163559806,527.2786713981485,54.358625917334905,2.1450459083664954,2.083434374869313,522.6493286018514
9.8,54.291059597755,0.3959618052656536,532.7048389433155,54.357636626868924,2.144798621650082,2.083294756917023,528.0471610566846
9.9,54.29086323979852,0.39595463498053324,538.1308576722633,54.356652290127606,2.144551334933669,2.0831551389647327,533.4451423277367
10.0,54.2906668613341,0.3959475000518609,543.5567280711947,54.35567280711947,2.1443040482172555,2.0830155210124426,538.8432719288053
10.1,54.29047046235733,0.3959403997730028,548.9824506164621,54.354698080837835,2.1440567615008423,2.0828759030601525,544.2415493835377
10.2,54.29027404286371,0.39593333345821047,554.4080257748599,54.35372801714313,2.143809474784429,2.082736285107862,549.6399742251399
10.3,54.290077602848825,0.3959263004418059,559.8334540039065,54.35276252465111,2.143562188068016,2.082596667155572,555.0385459960935
10.4,54.289881142308225,0.3959193000774057,565.2587357521131,54.35180151462626,2.143314901351603,2.082457049203282,560.4372642478869
